cellnumber,    x-coordinate,    y-coordinate,        pressure,         density,  axial-velocity, radial-velocity,    total-energy
         1, 8.399999738E-01, 1.658461541E-01, 7.828109951E+04, 9.163011727E-01, 6.902631590E+01, 1.452370180E+00, 2.164973747E+05
         2, 8.399999738E-01, 1.615384668E-01, 7.827721630E+04, 9.150512249E-01, 6.305503309E+01, 1.487592956E+00, 2.163849200E+05
         3, 8.399999738E-01, 1.572307646E-01, 7.827456378E+04, 9.140157218E-01, 5.759003239E+01, 1.508445556E+00, 2.162909078E+05
         4, 8.399999738E-01, 1.529230773E-01, 7.827149937E+04, 9.132428905E-01, 5.321446655E+01, 1.559678212E+00, 2.162217921E+05
         5, 8.399999738E-01, 1.486153901E-01, 7.826830873E+04, 9.141527481E-01, 5.876657756E+01, 1.837679289E+00, 2.163105870E+05
         6, 8.399999738E-01, 1.443076879E-01, 7.826526105E+04, 9.168171273E-01, 7.224907716E+01, 2.259797353E+00, 2.165627286E+05
         7, 8.399999738E-01, 1.400000006E-01, 7.826182866E+04, 9.201499424E-01, 8.609576500E+01, 2.642609221E+00, 2.168756586E+05
         8, 8.399999738E-01, 1.356923133E-01, 7.825786951E+04, 9.226573406E-01, 9.519510507E+01, 2.884192080E+00, 2.171110893E+05
         9, 8.399999738E-01, 1.313846111E-01, 7.825379892E+04, 9.235586979E-01, 9.835133593E+01, 2.972945339E+00, 2.171982757E+05
        10, 8.399999738E-01, 1.270769238E-01, 7.824923684E+04, 9.232091205E-01, 9.737915182E+01, 2.964680985E+00, 2.171711334E+05
        11, 8.399999738E-01, 1.227692291E-01, 7.824435267E+04, 9.232311112E-01, 9.764165026E+01, 2.975276479E+00, 2.171784425E+05
        12, 8.399999738E-01, 1.184615418E-01, 7.824003859E+04, 9.246670421E-01, 1.024158850E+02, 3.061063696E+00, 2.173147186E+05
        13, 8.399999738E-01, 1.141538471E-01, 7.823639369E+04, 9.269061383E-01, 1.093128321E+02, 3.165914937E+00, 2.175230509E+05
        14, 8.399999738E-01, 1.098461524E-01, 7.823297011E+04, 9.286253183E-01, 1.143268729E+02, 3.214000192E+00, 2.176829998E+05
        15, 8.399999738E-01, 1.055384651E-01, 7.822970797E+04, 9.290752262E-01, 1.156787605E+02, 3.177403254E+00, 2.177273074E+05
        16, 8.399999738E-01, 1.012307703E-01, 7.822650023E+04, 9.284307517E-01, 1.140025075E+02, 3.074588148E+00, 2.176723133E+05
        17, 8.399999738E-01, 9.692307562E-02, 7.822284999E+04, 9.277083966E-01, 1.120927131E+02, 2.962556970E+00, 2.176106419E+05
        18, 8.399999738E-01, 9.261538833E-02, 7.821932312E+04, 9.283377453E-01, 1.139850446E+02, 2.907606215E+00, 2.176716031E+05
        19, 8.399999738E-01, 8.830769360E-02, 7.821655735E+04, 9.304544401E-01, 1.198231650E+02, 2.905467251E+00, 2.178662533E+05
        20, 8.399999738E-01, 8.399999887E-02, 7.821414874E+04, 9.327380290E-01, 1.257735663E+02, 2.895364230E+00, 2.180746435E+05
        21, 8.399999738E-01, 7.969231158E-02, 7.821160432E+04, 9.339391181E-01, 1.288203266E+02, 2.834795534E+00, 2.181852084E+05
        22, 8.399999738E-01, 7.538461685E-02, 7.820897138E+04, 9.338267113E-01, 1.286250328E+02, 2.719568678E+00, 2.181779474E+05
