cellnumber,    x-coordinate,    y-coordinate,        pressure,         density,  axial-velocity, radial-velocity,    total-energy
         1, 8.399999738E-01, 1.658461541E-01, 7.688920317E+04, 9.020889217E-01, 7.839340106E+01, 1.657854734E+00, 2.166943820E+05
         2, 8.399999738E-01, 1.615384668E-01, 7.688350062E+04, 9.007674155E-01, 7.288850478E+01, 1.743864381E+00, 2.165756661E+05
         3, 8.399999738E-01, 1.572307646E-01, 7.687900486E+04, 9.000833029E-01, 6.994625429E+01, 1.843415522E+00, 2.165157877E+05
         4, 8.399999738E-01, 1.529230773E-01, 7.687546977E+04, 8.991480152E-01, 6.555071003E+01, 1.874879962E+00, 2.164308731E+05
         5, 8.399999738E-01, 1.486153901E-01, 7.687181736E+04, 8.982592326E-01, 6.109065566E+01, 1.903671129E+00, 2.163503430E+05
         6, 8.399999738E-01, 1.443076879E-01, 7.686780785E+04, 8.988267670E-01, 6.435391708E+01, 2.115247035E+00, 2.164088395E+05
         7, 8.399999738E-01, 1.400000006E-01, 7.686426579E+04, 9.013282676E-01, 7.636514925E+01, 2.496536129E+00, 2.166501174E+05
         8, 8.399999738E-01, 1.356923133E-01, 7.686068571E+04, 9.046745335E-01, 8.982995482E+01, 2.862143413E+00, 2.169695092E+05
         9, 8.399999738E-01, 1.313846111E-01, 7.685672212E+04, 9.072171458E-01, 9.883551897E+01, 3.090978821E+00, 2.172119899E+05
        10, 8.399999738E-01, 1.270769238E-01, 7.685261722E+04, 9.080637440E-01, 1.017524856E+02, 3.164414989E+00, 2.172954931E+05
        11, 8.399999738E-01, 1.227692291E-01, 7.684770159E+04, 9.076381241E-01, 1.005652272E+02, 3.144522795E+00, 2.172612219E+05
        12, 8.399999738E-01, 1.184615418E-01, 7.684241351E+04, 9.077907716E-01, 1.012619087E+02, 3.156978402E+00, 2.172812843E+05
        13, 8.399999738E-01, 1.141538471E-01, 7.683795166E+04, 9.094755663E-01, 1.067119285E+02, 3.245801351E+00, 2.174429992E+05
        14, 8.399999738E-01, 1.098461524E-01, 7.683428031E+04, 9.117729113E-01, 1.136127435E+02, 3.337890127E+00, 2.176599006E+05
        15, 8.399999738E-01, 1.055384651E-01, 7.683086426E+04, 9.132377500E-01, 1.178211480E+02, 3.357783572E+00, 2.177988093E+05
        16, 8.399999738E-01, 1.012307703E-01, 7.682766585E+04, 9.132593415E-01, 1.179864428E+02, 3.287006972E+00, 2.178043006E+05
        17, 8.399999738E-01, 9.692307562E-02, 7.682425108E+04, 9.122523192E-01, 1.153112315E+02, 3.156483216E+00, 2.177151799E+05
        18, 8.399999738E-01, 9.261538833E-02, 7.682025662E+04, 9.116428030E-01, 1.137246022E+02, 3.040933231E+00, 2.176632570E+05
        19, 8.399999738E-01, 8.830769360E-02, 7.681676228E+04, 9.128347445E-01, 1.171834829E+02, 3.000010140E+00, 2.177771154E+05
        20, 8.399999738E-01, 8.399999887E-02, 7.681420089E+04, 9.153452674E-01, 1.239762482E+02, 2.999738736E+00, 2.180107173E+05
