cellnumber,    x-coordinate,    y-coordinate,        pressure,         density,  axial-velocity, radial-velocity,    total-energy
         1, 8.379926682E-01, 1.636544317E-01, 6.434133601E+04, 7.631188021E-01, 1.122526369E+02, 2.424411660E+00, 2.176153431E+05
         2, 8.359851837E-01, 1.657693833E-01, 6.434133601E+04, 7.631188021E-01, 1.122526369E+02, 2.424411660E+00, 2.176153431E+05
         3, 8.379928470E-01, 1.593477279E-01, 6.433126304E+04, 7.625145067E-01, 1.105572837E+02, 2.772578249E+00, 2.175617344E+05
         4, 8.359855413E-01, 1.614636928E-01, 6.433126304E+04, 7.625145067E-01, 1.105572837E+02, 2.772578249E+00, 2.175617344E+05
         5, 8.379930258E-01, 1.550410390E-01, 6.432147426E+04, 7.616032336E-01, 1.077202348E+02, 3.031241723E+00, 2.174736402E+05
         6, 8.359859586E-01, 1.571579874E-01, 6.432147426E+04, 7.616032336E-01, 1.077202348E+02, 3.031241723E+00, 2.174736402E+05
         7, 8.379932642E-01, 1.507343352E-01, 6.431274534E+04, 7.601443686E-01, 1.026966309E+02, 3.183105845E+00, 2.173230371E+05
         8, 8.359863162E-01, 1.528522968E-01, 6.431274534E+04, 7.601443686E-01, 1.026966309E+02, 3.183105845E+00, 2.173230371E+05
         9, 8.379934430E-01, 1.464276463E-01, 6.430720373E+04, 7.586120644E-01, 9.694805210E+01, 3.261126043E+00, 2.171594483E+05
        10, 8.359867334E-01, 1.485465914E-01, 6.430720373E+04, 7.586120644E-01, 9.694805210E+01, 3.261126043E+00, 2.171594483E+05
        11, 8.379936218E-01, 1.421209425E-01, 6.430100028E+04, 7.566377541E-01, 8.891082714E+01, 3.288115739E+00, 2.169464561E+05
        12, 8.359870911E-01, 1.442409009E-01, 6.430100028E+04, 7.566377541E-01, 8.891082714E+01, 3.288115739E+00, 2.169464561E+05
        13, 8.379938006E-01, 1.378142536E-01, 6.428996647E+04, 7.565179669E-01, 8.894425829E+01, 3.575160826E+00, 2.169475849E+05
        14, 8.359875083E-01, 1.399351954E-01, 6.428996647E+04, 7.565179669E-01, 8.894425829E+01, 3.575160826E+00, 2.169475849E+05
        15, 8.379939795E-01, 1.335075498E-01, 6.428514521E+04, 7.608472051E-01, 1.064971509E+02, 4.187479836E+00, 2.174374678E+05
        16, 8.359878659E-01, 1.356295049E-01, 6.428514521E+04, 7.608472051E-01, 1.064971509E+02, 4.187479836E+00, 2.174374678E+05
        17, 8.379942179E-01, 1.292008609E-01, 6.428154138E+04, 7.648824216E-01, 1.204028640E+02, 4.599747046E+00, 2.178879232E+05
        18, 8.359882236E-01, 1.313237995E-01, 6.428154138E+04, 7.648824216E-01, 1.204028640E+02, 4.599747046E+00, 2.178879232E+05
        19, 8.379943967E-01, 1.248941645E-01, 6.427735585E+04, 7.654126249E-01, 1.222401469E+02, 4.683793674E+00, 2.179516070E+05
        20, 8.359886408E-01, 1.270181090E-01, 6.427735585E+04, 7.654126249E-01, 1.222401469E+02, 4.683793674E+00, 2.179516070E+05
        21, 8.379945755E-01, 1.205874681E-01, 6.426733656E+04, 7.633334989E-01, 1.158939399E+02, 4.608112076E+00, 2.177359996E+05
        22, 8.359889984E-01, 1.227124035E-01, 6.426733656E+04, 7.633334989E-01, 1.158939399E+02, 4.608112076E+00, 2.177359996E+05
        23, 8.379947543E-01, 1.162807718E-01, 6.425700848E+04, 7.637223724E-01, 1.175835085E+02, 4.713288228E+00, 2.177923926E+05
        24, 8.359894156E-01, 1.184067056E-01, 6.425700848E+04, 7.637223724E-01, 1.175835085E+02, 4.713288228E+00, 2.177923926E+05
        25, 8.379949927E-01, 1.119740829E-01, 6.425221359E+04, 7.669843761E-01, 1.279720302E+02, 4.941908924E+00, 2.181564793E+05
        26, 8.359897733E-01, 1.141010076E-01, 6.425221359E+04, 7.669843761E-01, 1.279720302E+02, 4.941908924E+00, 2.181564793E+05
        27, 8.379951715E-01, 1.076673865E-01, 6.424915706E+04, 7.691046867E-01, 1.342514422E+02, 5.021481721E+00, 2.183914021E+05
        28, 8.359901905E-01, 1.097953096E-01, 6.424915706E+04, 7.691046867E-01, 1.342514422E+02, 5.021481721E+00, 2.183914021E+05
        29, 8.359905481E-01, 1.054896116E-01, 6.424581410E+04, 7.681692260E-01, 1.316887714E+02, 4.885016135E+00, 2.182940236E+05
        30, 8.379953504E-01, 1.033606902E-01, 6.424581410E+04, 7.681692260E-01, 1.316887714E+02, 4.885016135E+00, 2.182940236E+05
        31, 8.359909654E-01, 1.011839136E-01, 6.424044791E+04, 7.654487043E-01, 1.237295558E+02, 4.633714645E+00, 2.180037826E+05
        32, 8.379955292E-01, 9.905399382E-02, 6.424044791E+04, 7.654487043E-01, 1.237295558E+02, 4.633714645E+00, 2.180037826E+05
        33, 8.359913230E-01, 9.687821567E-02, 6.423070404E+04, 7.640200538E-01, 1.195796079E+02, 4.486724727E+00, 2.178596033E+05
        34, 8.379957676E-01, 9.474729747E-02, 6.423070404E+04, 7.640200538E-01, 1.195796079E+02, 4.486724727E+00, 2.178596033E+05
        35, 8.359917402E-01, 9.257251769E-02, 6.422631830E+04, 7.669786044E-01, 1.288904454E+02, 4.566969215E+00, 2.181896116E+05
        36, 8.379959464E-01, 9.044060111E-02, 6.422631830E+04, 7.669786044E-01, 1.288904454E+02, 4.566969215E+00, 2.181896116E+05
        37, 8.359920979E-01, 8.826681972E-02, 6.422513658E+04, 7.706549783E-01, 1.393710305E+02, 4.625984572E+00, 2.185906198E+05
        38, 8.379961252E-01, 8.613390476E-02, 6.422513658E+04, 7.706549783E-01, 1.393710305E+02, 4.625984572E+00, 2.185906198E+05
        39, 8.359925151E-01, 8.396112174E-02, 6.422303583E+04, 7.714543124E-01, 1.415976476E+02, 4.518673844E+00, 2.186796931E+05
        40, 8.379963040E-01, 8.182721585E-02, 6.422303583E+04, 7.714543124E-01, 1.415976476E+02, 4.518673844E+00, 2.186796931E+05
        41, 8.359928727E-01, 7.965542376E-02, 6.422027439E+04, 7.695738423E-01, 1.365677738E+02, 4.268547141E+00, 2.184798599E+05
        42, 8.379965425E-01, 7.752051950E-02, 6.422027439E+04, 7.695738423E-01, 1.365677738E+02, 4.268547141E+00, 2.184798599E+05
        43, 8.379967213E-01, 7.321382314E-02, 6.421767547E+04, 7.667657128E-01, 1.285846187E+02, 3.949882214E+00, 2.181776333E+05
        44, 8.359932899E-01, 7.534972578E-02, 6.421767547E+04, 7.667657128E-01, 1.285846187E+02, 3.949882214E+00, 2.181776333E+05
        45, 8.379969001E-01, 6.890712678E-02, 6.420993018E+04, 7.648070856E-01, 1.228938760E+02, 3.695191677E+00, 2.179732779E+05
        46, 8.359936476E-01, 7.104402781E-02, 6.420993018E+04, 7.648070856E-01, 1.228938760E+02, 3.695191677E+00, 2.179732779E+05
        47, 8.379970789E-01, 6.460043043E-02, 6.420669619E+04, 7.681886404E-01, 1.331326934E+02, 3.660340909E+00, 2.183470597E+05
        48, 8.359940648E-01, 6.673832983E-02, 6.420669619E+04, 7.681886404E-01, 1.331326934E+02, 3.660340909E+00, 2.183470597E+05
        49, 8.379972577E-01, 6.029373407E-02, 6.420694563E+04, 7.730913676E-01, 1.464210386E+02, 3.652167488E+00, 2.188767901E+05
        50, 8.359944224E-01, 6.243262812E-02, 6.420694563E+04, 7.730913676E-01, 1.464210386E+02, 3.652167488E+00, 2.188767901E+05
        51, 8.379974961E-01, 5.598704144E-02, 6.420574659E+04, 7.747290966E-01, 1.506055223E+02, 3.529545747E+00, 2.190539050E+05
        52, 8.359947801E-01, 5.812693015E-02, 6.420574659E+04, 7.747290966E-01, 1.506055223E+02, 3.529545747E+00, 2.190539050E+05
        53, 8.379976749E-01, 5.168034509E-02, 6.420243634E+04, 7.732795318E-01, 1.470514290E+02, 3.308646056E+00, 2.189028308E+05
        54, 8.359951973E-01, 5.382123217E-02, 6.420243634E+04, 7.732795318E-01, 1.470514290E+02, 3.308646056E+00, 2.189028308E+05
        55, 8.359955549E-01, 4.951553047E-02, 6.419868470E+04, 7.711545972E-01, 1.416177410E+02, 3.045003906E+00, 2.186789152E+05
        56, 8.379978538E-01, 4.737364873E-02, 6.419868470E+04, 7.711545972E-01, 1.416177410E+02, 3.045003906E+00, 2.186789152E+05
        57, 8.359959722E-01, 4.520983249E-02, 6.419574179E+04, 7.696285073E-01, 1.375732622E+02, 2.769506730E+00, 2.185176631E+05
        58, 8.379980326E-01, 4.306695238E-02, 6.419574179E+04, 7.696285073E-01, 1.375732622E+02, 2.769506730E+00, 2.185176631E+05
        59, 8.359963298E-01, 4.090413451E-02, 6.419386255E+04, 7.686740947E-01, 1.349769533E+02, 2.485317592E+00, 2.184165414E+05
        60, 8.379982710E-01, 3.876025975E-02, 6.419386255E+04, 7.686740947E-01, 1.349769533E+02, 2.485317592E+00, 2.184165414E+05
        61, 8.359967470E-01, 3.659843653E-02, 6.419292026E+04, 7.678770179E-01, 1.327436533E+02, 2.186254497E+00, 2.183310803E+05
        62, 8.379984498E-01, 3.445356339E-02, 6.419292026E+04, 7.678770179E-01, 1.327436533E+02, 2.186254497E+00, 2.183310803E+05
        63, 8.359971046E-01, 3.229273856E-02, 6.419136105E+04, 7.670428200E-01, 1.303795137E+02, 1.880582965E+00, 2.182421959E+05
        64, 8.379986286E-01, 3.014686704E-02, 6.419136105E+04, 7.670428200E-01, 1.303795137E+02, 1.880582965E+00, 2.182421959E+05
        65, 8.359975219E-01, 2.798704058E-02, 6.418892538E+04, 7.686397972E-01, 1.350600460E+02, 1.628010422E+00, 2.184192383E+05
        66, 8.379988074E-01, 2.584017254E-02, 6.418892538E+04, 7.686397972E-01, 1.350600460E+02, 1.628010422E+00, 2.184192383E+05
        67, 8.359978795E-01, 2.368134074E-02, 6.418839567E+04, 7.750004743E-01, 1.518316692E+02, 1.458309534E+00, 2.191053132E+05
        68, 8.379990458E-01, 2.153347619E-02, 6.418839567E+04, 7.750004743E-01, 1.518316692E+02, 1.458309534E+00, 2.191053132E+05
        69, 8.359982967E-01, 1.937564276E-02, 6.418741457E+04, 7.780281432E-01, 1.591300311E+02, 1.277690679E+00, 2.194288795E+05
        70, 8.379992247E-01, 1.722678170E-02, 6.418741457E+04, 7.780281432E-01, 1.591300311E+02, 1.277690679E+00, 2.194288795E+05
        71, 8.359986544E-01, 1.506994478E-02, 6.418440993E+04, 7.761403104E-01, 1.547347008E+02, 1.063191676E+00, 2.192320827E+05
        72, 8.379994035E-01, 1.292008627E-02, 6.418440993E+04, 7.761403104E-01, 1.547347008E+02, 1.063191676E+00, 2.192320827E+05
        73, 8.359990716E-01, 1.076424588E-02, 6.417909185E+04, 7.731100240E-01, 1.473719018E+02, 8.272564533E-01, 2.189148224E+05
        74, 8.379995823E-01, 8.613390848E-03, 6.417909185E+04, 7.731100240E-01, 1.473719018E+02, 8.272564533E-01, 2.189148224E+05
        75, 8.359994292E-01, 6.458547898E-03, 6.416955574E+04, 7.709890297E-01, 1.421410966E+02, 5.828645436E-01, 2.186988188E+05
        76, 8.379998207E-01, 4.306695424E-03, 6.416955574E+04, 7.709890297E-01, 1.421410966E+02, 5.828645436E-01, 2.186988188E+05
        77, 8.359998465E-01, 2.152849222E-03, 6.413867380E+04, 7.691529349E-01, 1.381758067E+02, 3.967038747E-01, 2.185402853E+05
        78, 8.339778185E-01, 1.635766774E-01, 6.435923789E+04, 7.631750296E-01, 1.117092017E+02, 2.579508249E+00, 2.175980978E+05
        79, 8.319698572E-01, 1.656886190E-01, 6.435923789E+04, 7.631750296E-01, 1.117092017E+02, 2.579508249E+00, 2.175980978E+05
        80, 8.319706917E-01, 1.613850296E-01, 6.434363057E+04, 7.625418965E-01, 1.101337160E+02, 2.946289178E+00, 2.175485460E+05
        81, 8.339784145E-01, 1.592720300E-01, 6.434363057E+04, 7.625418965E-01, 1.101337160E+02, 2.946289178E+00, 2.175485460E+05
        82, 8.319714665E-01, 1.570814252E-01, 6.432991875E+04, 7.616206825E-01, 1.074169835E+02, 3.200948538E+00, 2.174644875E+05
        83, 8.339790106E-01, 1.549673826E-01, 6.432991875E+04, 7.616206825E-01, 1.074169835E+02, 3.200948538E+00, 2.174644875E+05
        84, 8.319722414E-01, 1.527778208E-01, 6.431789708E+04, 7.601534342E-01, 1.024948967E+02, 3.328136591E+00, 2.173172689E+05
        85, 8.339795470E-01, 1.506627351E-01, 6.431789708E+04, 7.601534342E-01, 1.024948967E+02, 3.328136591E+00, 2.173172689E+05
        86, 8.319730163E-01, 1.484742165E-01, 6.431008475E+04, 7.586201869E-01, 9.684008540E+01, 3.360181156E+00, 2.171565582E+05
        87, 8.339801431E-01, 1.463580877E-01, 6.431008475E+04, 7.586201869E-01, 9.684008540E+01, 3.360181156E+00, 2.171565582E+05
        88, 8.319737911E-01, 1.441706270E-01, 6.429939739E+04, 7.565917542E-01, 8.878910593E+01, 3.326480828E+00, 2.169434078E+05
        89, 8.339807391E-01, 1.420534402E-01, 6.429939739E+04, 7.565917542E-01, 8.878910593E+01, 3.326480828E+00, 2.169434078E+05
        90, 8.319745660E-01, 1.398670226E-01, 6.428029052E+04, 7.563480857E-01, 8.869418473E+01, 3.614477822E+00, 2.169412904E+05
        91, 8.339813352E-01, 1.377487779E-01, 6.428029052E+04, 7.563480857E-01, 8.869418473E+01, 3.614477822E+00, 2.169412904E+05
        92, 8.319753408E-01, 1.355634183E-01, 6.427457142E+04, 7.606876866E-01, 1.063671064E+02, 4.294659324E+00, 2.174336499E+05
        93, 8.339818716E-01, 1.334441453E-01, 6.427457142E+04, 7.606876866E-01, 1.063671064E+02, 4.294659324E+00, 2.174336499E+05
        94, 8.319761157E-01, 1.312598139E-01, 6.427424446E+04, 7.648186754E-01, 1.204714417E+02, 4.735314956E+00, 2.178904593E+05
        95, 8.339824677E-01, 1.291394830E-01, 6.427424446E+04, 7.648186754E-01, 1.204714417E+02, 4.735314956E+00, 2.178904593E+05
        96, 8.319769502E-01, 1.269562095E-01, 6.427210579E+04, 7.654196977E-01, 1.224549375E+02, 4.787549355E+00, 2.179592420E+05
        97, 8.339830637E-01, 1.248348355E-01, 6.427210579E+04, 7.654196977E-01, 1.224549375E+02, 4.787549355E+00, 2.179592420E+05
        98, 8.319777250E-01, 1.226526201E-01, 6.425662837E+04, 7.632685370E-01, 1.160991314E+02, 4.665145658E+00, 2.177428633E+05
        99, 8.339836597E-01, 1.205301881E-01, 6.425662837E+04, 7.632685370E-01, 1.160991314E+02, 4.665145658E+00, 2.177428633E+05
       100, 8.319784999E-01, 1.183490157E-01, 6.424018928E+04, 7.635731237E-01, 1.177472188E+02, 4.778054930E+00, 2.177979741E+05
       101, 8.339842558E-01, 1.162255406E-01, 6.424018928E+04, 7.635731237E-01, 1.177472188E+02, 4.778054930E+00, 2.177979741E+05
       102, 8.319792747E-01, 1.140454188E-01, 6.423571563E+04, 7.668706280E-01, 1.282167863E+02, 5.044356005E+00, 2.181655669E+05
