cellnumber,    x-coordinate,    y-coordinate,        pressure,         density,  axial-velocity, radial-velocity,    total-energy
         1, 8.379999995E-01, 0.000000000E+00, 7.184727966E+04, 8.665292485E-01, 1.497417597E+02, 2.806494619E-01, 2.190151443E+05
         2, 8.339999914E-01, 0.000000000E+00, 7.181367417E+04, 8.664863218E-01, 1.505515701E+02, 2.536440350E-01, 2.190498204E+05
         3, 8.299999833E-01, 0.000000000E+00, 7.174713905E+04, 8.659315944E-01, 1.511035597E+02, 2.279971830E-01, 2.190735634E+05
         4, 8.259999752E-01, 0.000000000E+00, 7.168242134E+04, 8.653814950E-01, 1.516159020E+02, 2.159150952E-01, 2.190956796E+05
         5, 8.220000267E-01, 0.000000000E+00, 7.161800734E+04, 8.648278791E-01, 1.521113012E+02, 2.111717404E-01, 2.191171362E+05
         6, 8.180000186E-01, 0.000000000E+00, 7.155298196E+04, 8.642654118E-01, 1.526024893E+02, 2.106102001E-01, 2.191384797E+05
         7, 8.140000105E-01, 0.000000000E+00, 7.148673359E+04, 8.636901313E-01, 1.530970427E+02, 2.125911753E-01, 2.191600391E+05
         8, 8.100000024E-01, 0.000000000E+00, 7.141882293E+04, 8.630989476E-01, 1.535998175E+02, 2.162161345E-01, 2.191820285E+05
         9, 8.059999943E-01, 0.000000000E+00, 7.134894897E+04, 8.624897128E-01, 1.541140352E+02, 2.209096057E-01, 2.192045930E+05
        10, 8.019999862E-01, 0.000000000E+00, 7.127687220E+04, 8.618605993E-01, 1.546419668E+02, 2.263481084E-01, 2.192278378E+05
        11, 7.979999781E-01, 0.000000000E+00, 7.120241476E+04, 8.612102447E-01, 1.551852531E+02, 2.323194527E-01, 2.192518417E+05
        12, 7.940000296E-01, 0.000000000E+00, 7.112531503E+04, 8.605362850E-01, 1.557455448E+02, 2.388750851E-01, 2.192766851E+05
        13, 7.900000215E-01, 0.000000000E+00, 7.104533429E+04, 8.598365055E-01, 1.563242036E+02, 2.456818476E-01, 2.193024370E+05
        14, 7.860000134E-01, 0.000000000E+00, 7.096224136E+04, 8.591086942E-01, 1.569223884E+02, 2.529309263E-01, 2.193291582E+05
        15, 7.820000052E-01, 0.000000000E+00, 7.087582017E+04, 8.583509462E-01, 1.575415131E+02, 2.606508048E-01, 2.193569223E+05
        16, 7.779999971E-01, 0.000000000E+00, 7.078585089E+04, 8.575613445E-01, 1.581830498E+02, 2.688413186E-01, 2.193858068E+05
        17, 7.739999890E-01, 0.000000000E+00, 7.069211026E+04, 8.567379463E-01, 1.588484887E+02, 2.774917562E-01, 2.194158916E+05
        18, 7.699999809E-01, 0.000000000E+00, 7.059437011E+04, 8.558787620E-01, 1.595393299E+02, 2.865889919E-01, 2.194472584E+05
        19, 7.660000324E-01, 0.000000000E+00, 7.049239621E+04, 8.549817419E-01, 1.602570847E+02, 2.961171020E-01, 2.194799915E+05
        20, 7.620000243E-01, 0.000000000E+00, 7.038595034E+04, 8.540447944E-01, 1.610032612E+02, 3.060532187E-01, 2.195141765E+05
        21, 7.580000162E-01, 0.000000000E+00, 7.027479097E+04, 8.530657911E-01, 1.617793549E+02, 3.163693892E-01, 2.195499006E+05
        22, 7.540000081E-01, 0.000000000E+00, 7.015867897E+04, 8.520426260E-01, 1.625868294E+02, 3.270191904E-01, 2.195872515E+05
        23, 7.500000000E-01, 0.000000000E+00, 7.003741824E+04, 8.509736327E-01, 1.634269568E+02, 3.378870339E-01, 2.196263103E+05
        24, 7.459999919E-01, 0.000000000E+00, 6.991087454E+04, 8.498577303E-01, 1.643006469E+02, 3.488463528E-01, 2.196671430E+05
        25, 7.419999838E-01, 0.000000000E+00, 6.977872667E+04, 8.486917907E-01, 1.652092596E+02, 3.601271907E-01, 2.197098388E+05
        26, 7.379999757E-01, 0.000000000E+00, 6.964069696E+04, 8.474733228E-01, 1.661543606E+02, 3.716695484E-01, 2.197544990E+05
