cellnumber,    x-coordinate,    y-coordinate,        pressure,         density,  axial-velocity, radial-velocity,    total-energy
         1, 8.399999738E-01, 1.658461541E-01, 6.169408729E+04, 7.334798910E-01, 1.183966828E+02, 2.535490834E+00, 2.178175008E+05
         2, 8.399999738E-01, 1.615384668E-01, 6.168634839E+04, 7.304966228E-01, 1.080848451E+02, 2.710072766E+00, 2.174845931E+05
         3, 8.399999738E-01, 1.572307646E-01, 6.168236634E+04, 7.278660703E-01, 9.787621287E+01, 2.856257665E+00, 2.171848772E+05
         4, 8.399999738E-01, 1.529230773E-01, 6.166844403E+04, 7.252047472E-01, 8.678757570E+01, 3.102890682E+00, 2.168930850E+05
         5, 8.399999738E-01, 1.486153901E-01, 6.166104470E+04, 7.293323940E-01, 1.047470210E+02, 3.969217718E+00, 2.173844867E+05
         6, 8.399999738E-01, 1.443076879E-01, 6.165509277E+04, 7.346286535E-01, 1.236809662E+02, 4.667522394E+00, 2.180021058E+05
         7, 8.399999738E-01, 1.400000006E-01, 6.164872199E+04, 7.359743900E-01, 1.281849033E+02, 4.924644480E+00, 2.181642244E+05
         8, 8.399999738E-01, 1.356923133E-01, 6.163983327E+04, 7.335018287E-01, 1.205682290E+02, 4.881733645E+00, 2.178939815E+05
         9, 8.399999738E-01, 1.313846111E-01, 6.162413682E+04, 7.315772676E-01, 1.146141888E+02, 4.930507137E+00, 2.176943663E+05
        10, 8.399999738E-01, 1.270769238E-01, 6.161705324E+04, 7.346285212E-01, 1.251150118E+02, 5.292669301E+00, 2.180538735E+05
        11, 8.399999738E-01, 1.227692291E-01, 6.161400364E+04, 7.376903500E-01, 1.346160437E+02, 5.527245606E+00, 2.184061365E+05
        12, 8.399999738E-01, 1.184615418E-01, 6.161050496E+04, 7.371513294E-01, 1.331435061E+02, 5.462639678E+00, 2.183498098E+05
        13, 8.399999738E-01, 1.141538471E-01, 6.160348064E+04, 7.341613541E-01, 1.241361704E+02, 5.230835952E+00, 2.180189900E+05
        14, 8.399999738E-01, 1.098461524E-01, 6.159024715E+04, 7.326238196E-01, 1.195928143E+02, 5.145485251E+00, 2.178609533E+05
        15, 8.399999738E-01, 1.055384651E-01, 6.158572806E+04, 7.360231931E-01, 1.306378228E+02, 5.339547192E+00, 2.182553661E+05
        16, 8.399999738E-01, 1.012307703E-01, 6.158490226E+04, 7.393812215E-01, 1.404916082E+02, 5.438686620E+00, 2.186365015E+05
        17, 8.399999738E-01, 9.692307562E-02, 6.158309916E+04, 7.391461280E-01, 1.398956021E+02, 5.293773027E+00, 2.186124498E+05
