cellnumber,    x-coordinate,    y-coordinate,        pressure,         density,  axial-velocity, radial-velocity,    total-energy
         1, 8.399999738E-01, 1.658461541E-01, 6.573266919E+04, 7.784836228E-01, 1.083400042E+02, 2.323857160E+00, 2.174921974E+05
         2, 8.399999738E-01, 1.615384668E-01, 6.572352541E+04, 7.773928809E-01, 1.048233932E+02, 2.590777268E+00, 2.173854881E+05
         3, 8.399999738E-01, 1.572307646E-01, 6.571497277E+04, 7.760611819E-01, 1.002340828E+02, 2.780240673E+00, 2.172514343E+05
         4, 8.399999738E-01, 1.529230773E-01, 6.570878570E+04, 7.746045889E-01, 9.479260812E+01, 2.892421198E+00, 2.171001911E+05
         5, 8.399999738E-01, 1.486153901E-01, 6.570473843E+04, 7.726091661E-01, 8.652124750E+01, 2.907562102E+00, 2.168863417E+05
         6, 8.399999738E-01, 1.443076879E-01, 6.569387146E+04, 7.709741183E-01, 7.949344779E+01, 3.045171499E+00, 2.167200822E+05
         7, 8.399999738E-01, 1.400000006E-01, 6.568830461E+04, 7.744481948E-01, 9.510980204E+01, 3.668249623E+00, 2.171095070E+05
         8, 8.399999738E-01, 1.356923133E-01, 6.568415294E+04, 7.791594535E-01, 1.125853904E+02, 4.210753403E+00, 2.176277043E+05
         9, 8.399999738E-01, 1.313846111E-01, 6.567953209E+04, 7.812954440E-01, 1.197127364E+02, 4.441416787E+00, 2.178640906E+05
        10, 8.399999738E-01, 1.270769238E-01, 6.567318738E+04, 7.802510648E-01, 1.166159416E+02, 4.421002738E+00, 2.177596997E+05
        11, 8.399999738E-01, 1.227692291E-01, 6.566252910E+04, 7.788110487E-01, 1.122680606E+02, 4.396175550E+00, 2.176177567E+05
        12, 8.399999738E-01, 1.184615418E-01, 6.565523266E+04, 7.806457869E-01, 1.185648916E+02, 4.574135901E+00, 2.178252588E+05
        13, 8.399999738E-01, 1.141538471E-01, 6.565159067E+04, 7.836236532E-01, 1.277881874E+02, 4.749917637E+00, 2.181495111E+05
        14, 8.399999738E-01, 1.098461524E-01, 6.564862757E+04, 7.844780736E-01, 1.303697635E+02, 4.741380759E+00, 2.182445372E+05
        15, 8.399999738E-01, 1.055384651E-01, 6.564507604E+04, 7.827499030E-01, 1.254358404E+02, 4.559363852E+00, 2.180643140E+05
        16, 8.399999738E-01, 1.012307703E-01, 6.563623330E+04, 7.804522011E-01, 1.186756074E+02, 4.367862682E+00, 2.178287412E+05
        17, 8.399999738E-01, 9.692307562E-02, 6.562982451E+04, 7.819175460E-01, 1.234763741E+02, 4.389122443E+00, 2.179945448E+05
        18, 8.399999738E-01, 9.261538833E-02, 6.562763915E+04, 7.855612026E-01, 1.341461490E+02, 4.478535007E+00, 2.183866388E+05
        19, 8.399999738E-01, 8.830769360E-02, 6.562570809E+04, 7.874667200E-01, 1.393927342E+02, 4.442380920E+00, 2.185912473E+05
        20, 8.399999738E-01, 8.399999887E-02, 6.562315954E+04, 7.865184016E-01, 1.369308976E+02, 4.253258457E+00, 2.184940056E+05
        21, 8.399999738E-01, 7.969231158E-02, 6.562081643E+04, 7.839430589E-01, 1.298125756E+02, 3.965894942E+00, 2.182229009E+05
        22, 8.399999738E-01, 7.538461685E-02, 6.561412367E+04, 7.814515982E-01, 1.226456738E+02, 3.695749643E+00, 2.179645897E+05
        23, 8.399999738E-01, 7.107692212E-02, 6.560946306E+04, 7.833628342E-01, 1.285332225E+02, 3.619829270E+00, 2.181753947E+05
        24, 8.399999738E-01, 6.676923484E-02, 6.560885305E+04, 7.880325196E-01, 1.414443678E+02, 3.626284064E+00, 2.186724726E+05
