cellnumber,    x-coordinate,    y-coordinate,        pressure,         density,  axial-velocity, radial-velocity,    total-energy
         1, 8.399999738E-01, 1.658461541E-01, 6.377644132E+04, 7.545336625E-01, 1.054710918E+02, 2.262019887E+00, 2.174046792E+05
         2, 8.399999738E-01, 1.615384668E-01, 6.377087574E+04, 7.514977577E-01, 9.370729890E+01, 2.374112148E+00, 2.170706236E+05
         3, 8.399999738E-01, 1.572307646E-01, 6.376395717E+04, 7.490252243E-01, 8.294968630E+01, 2.546794075E+00, 2.167997430E+05
         4, 8.399999738E-01, 1.529230773E-01, 6.375394237E+04, 7.499420504E-01, 8.775447361E+01, 3.121635862E+00, 2.169171678E+05
         5, 8.399999738E-01, 1.486153901E-01, 6.374830334E+04, 7.548885438E-01, 1.079534629E+02, 3.917512681E+00, 2.174816862E+05
         6, 8.399999738E-01, 1.443076879E-01, 6.374254647E+04, 7.583102494E-01, 1.198975784E+02, 4.384604411E+00, 2.178703279E+05
         7, 8.399999738E-01, 1.400000006E-01, 6.373626620E+04, 7.577537567E-01, 1.183206744E+02, 4.482606161E+00, 2.178168846E+05
         8, 8.399999738E-01, 1.356923133E-01, 6.372299005E+04, 7.553442592E-01, 1.106413725E+02, 4.480370506E+00, 2.175661495E+05
         9, 8.399999738E-01, 1.313846111E-01, 6.371344559E+04, 7.569131135E-01, 1.164195668E+02, 4.764338961E+00, 2.177536177E+05
        10, 8.399999738E-01, 1.270769238E-01, 6.370890847E+04, 7.602706082E-01, 1.272758235E+02, 5.071573031E+00, 2.181313193E+05
        11, 8.399999738E-01, 1.227692291E-01, 6.370527246E+04, 7.612668153E-01, 1.303877253E+02, 5.136021502E+00, 2.182457551E+05
        12, 8.399999738E-01, 1.184615418E-01, 6.370074200E+04, 7.592428131E-01, 1.244189300E+02, 4.972904811E+00, 2.180286385E+05
        13, 8.399999738E-01, 1.141538471E-01, 6.368926581E+04, 7.566626055E-01, 1.165407784E+02, 4.809291880E+00, 2.177577063E+05
        14, 8.399999738E-01, 1.098461524E-01, 6.368197720E+04, 7.583874303E-01, 1.224355895E+02, 4.922765855E+00, 2.179587496E+05
        15, 8.399999738E-01, 1.055384651E-01, 6.367984883E+04, 7.620112915E-01, 1.334497090E+02, 5.079640621E+00, 2.183608757E+05
        16, 8.399999738E-01, 1.012307703E-01, 6.367795344E+04, 7.633491086E-01, 1.373083686E+02, 5.049283208E+00, 2.185098176E+05
        17, 8.399999738E-01, 9.692307562E-02, 6.367524144E+04, 7.616886809E-01, 1.326857929E+02, 4.829153543E+00, 2.183315310E+05
        18, 8.399999738E-01, 9.261538833E-02, 6.366927115E+04, 7.588900116E-01, 1.245046884E+02, 4.546337437E+00, 2.180311039E+05
        19, 8.399999738E-01, 8.830769360E-02, 6.366077329E+04, 7.584605428E-01, 1.234827879E+02, 4.417734066E+00, 2.179948006E+05
        20, 8.399999738E-01, 8.399999887E-02, 6.365814514E+04, 7.621751099E-01, 1.346857278E+02, 4.474993058E+00, 2.184073122E+05
        21, 8.399999738E-01, 7.969231158E-02, 6.365748850E+04, 7.656062198E-01, 1.441218939E+02, 4.472656443E+00, 2.187824775E+05
        22, 8.399999738E-01, 7.538461685E-02, 6.365522973E+04, 7.658044775E-01, 1.447209224E+02, 4.314584231E+00, 2.188069543E+05
        23, 8.399999738E-01, 7.107692212E-02, 6.365220173E+04, 7.636901581E-01, 1.391418794E+02, 4.040680337E+00, 2.185807926E+05
