cellnumber,    x-coordinate,    y-coordinate,        pressure,         density,  axial-velocity, radial-velocity,    total-energy
         1, 8.399999738E-01, 1.658461541E-01, 7.409253410E+04, 8.694282124E-01, 7.905136961E+01, 1.663440902E+00, 2.167091574E+05
         2, 8.399999738E-01, 1.615384668E-01, 7.408800979E+04, 8.675978026E-01, 7.088606241E+01, 1.680661753E+00, 2.165345801E+05
         3, 8.399999738E-01, 1.572307646E-01, 7.408538798E+04, 8.660554973E-01, 6.308442736E+01, 1.679952232E+00, 2.163855337E+05
         4, 8.399999738E-01, 1.529230773E-01, 7.408083027E+04, 8.647949158E-01, 5.605356969E+01, 1.733442473E+00, 2.162661103E+05
         5, 8.399999738E-01, 1.486153901E-01, 7.407711420E+04, 8.664809763E-01, 6.587336313E+01, 2.166105173E+00, 2.164370878E+05
         6, 8.399999738E-01, 1.443076879E-01, 7.407368640E+04, 8.700721023E-01, 8.269707326E+01, 2.690706162E+00, 2.167938855E+05
         7, 8.399999738E-01, 1.400000006E-01, 7.406970818E+04, 8.735086512E-01, 9.600674307E+01, 3.073467015E+00, 2.171333773E+05
         8, 8.399999738E-01, 1.356923133E-01, 7.406540312E+04, 8.751235331E-01, 1.017249752E+02, 3.248361452E+00, 2.172947716E+05
         9, 8.399999738E-01, 1.313846111E-01, 7.406018018E+04, 8.748119586E-01, 1.008877229E+02, 3.267359737E+00, 2.172705987E+05
        10, 8.399999738E-01, 1.270769238E-01, 7.405415789E+04, 8.745387142E-01, 1.002048632E+02, 3.285671050E+00, 2.172510341E+05
        11, 8.399999738E-01, 1.227692291E-01, 7.404891780E+04, 8.758749381E-01, 1.048242726E+02, 3.396928192E+00, 2.173862004E+05
        12, 8.399999738E-01, 1.184615418E-01, 7.404486987E+04, 8.781653635E-01, 1.120973383E+02, 3.530943895E+00, 2.176113138E+05
        13, 8.399999738E-01, 1.141538471E-01, 7.404137757E+04, 8.797362120E-01, 1.168291480E+02, 3.584962641E+00, 2.177658403E+05
        14, 8.399999738E-01, 1.098461524E-01, 7.403814978E+04, 8.797136843E-01, 1.168763204E+02, 3.527577862E+00, 2.177673543E+05
        15, 8.399999738E-01, 1.055384651E-01, 7.403379699E+04, 8.785846507E-01, 1.137419577E+02, 3.406498153E+00, 2.176641560E+05
        16, 8.399999738E-01, 1.012307703E-01, 7.402898233E+04, 8.785165842E-01, 1.137116356E+02, 3.339150898E+00, 2.176631078E+05
        17, 8.399999738E-01, 9.692307562E-02, 7.402538274E+04, 8.804396222E-01, 1.193714630E+02, 3.358170714E+00, 2.178512479E+05
        18, 8.399999738E-01, 9.261538833E-02, 7.402271161E+04, 8.829411145E-01, 1.262577506E+02, 3.380467272E+00, 2.180924768E+05
        19, 8.399999738E-01, 8.830769360E-02, 7.402009850E+04, 8.842697750E-01, 1.297898824E+02, 3.333834382E+00, 2.182214006E+05
        20, 8.399999738E-01, 8.399999887E-02, 7.401751587E+04, 8.839333772E-01, 1.290090774E+02, 3.206290399E+00, 2.181924659E+05
        21, 8.399999738E-01, 7.969231158E-02, 7.401513707E+04, 8.825161187E-01, 1.253809230E+02, 3.023242570E+00, 2.180606865E+05
        22, 8.399999738E-01, 7.538461685E-02, 7.401167162E+04, 8.811555264E-01, 1.218232375E+02, 2.839828176E+00, 2.179351183E+05
        23, 8.399999738E-01, 7.107692212E-02, 7.400851508E+04, 8.821319233E-01, 1.245733205E+02, 2.738094159E+00, 2.180316660E+05
        24, 8.399999738E-01, 6.676923484E-02, 7.400673510E+04, 8.852325525E-01, 1.326406048E+02, 2.698175406E+00, 2.183275367E+05
        25, 8.399999738E-01, 6.246153638E-02, 7.400525728E+04, 8.879405581E-01, 1.392604045E+02, 2.639075060E+00, 2.185841654E+05
        26, 8.399999738E-01, 5.815384537E-02, 7.400323043E+04, 8.886942284E-01, 1.410875729E+02, 2.524552951E+00, 2.186571280E+05
        27, 8.399999738E-01, 5.384615436E-02, 7.400074788E+04, 8.878829896E-01, 1.392571563E+02, 2.364358702E+00, 2.185838405E+05
        28, 8.399999738E-01, 4.953845963E-02, 7.399830261E+04, 8.866032407E-01, 1.362685139E+02, 2.179997837E+00, 2.184662958E+05
        29, 8.399999738E-01, 4.523076862E-02, 7.399627895E+04, 8.855298044E-01, 1.337029031E+02, 1.984899661E+00, 2.183674078E+05
        30, 8.399999738E-01, 4.092307761E-02, 7.399484494E+04, 8.847555862E-01, 1.318174038E+02, 1.782077453E+00, 2.182959068E+05
        31, 8.399999738E-01, 3.661538288E-02, 7.399396016E+04, 8.840985746E-01, 1.301833999E+02, 1.570438918E+00, 2.182347562E+05
        32, 8.399999738E-01, 3.230769187E-02, 7.399212112E+04, 8.836505780E-01, 1.290944179E+02, 1.362500258E+00, 2.181944056E+05
        33, 8.399999738E-01, 2.800000086E-02, 7.399083557E+04, 8.873714833E-01, 1.383405448E+02, 1.213315351E+00, 2.185469680E+05
        34, 8.399999738E-01, 2.369230799E-02, 7.398994212E+04, 8.918827233E-01, 1.486707627E+02, 1.085004561E+00, 2.189697253E+05
        35, 8.399999738E-01, 1.938461512E-02, 7.398843937E+04, 8.930286877E-01, 1.512005909E+02, 9.386435656E-01, 2.190778644E+05
        36, 8.399999738E-01, 1.507692318E-02, 7.398583706E+04, 8.913743134E-01, 1.476619727E+02, 7.730765105E-01, 2.189270138E+05
        37, 8.399999738E-01, 1.076923031E-02, 7.398169346E+04, 8.892545952E-01, 1.430018644E+02, 5.971245648E-01, 2.187338214E+05
        38, 8.399999738E-01, 6.461538374E-03, 7.397413133E+04, 8.877108288E-01, 1.396240708E+02, 4.182334352E-01, 2.185976602E+05
        39, 8.399999738E-01, 2.153846202E-03, 7.394903241E+04, 8.863656786E-01, 1.371375816E+02, 2.839538271E-01, 2.184995130E+05
