cellnumber,    x-coordinate,    y-coordinate,        pressure,         density,  axial-velocity, radial-velocity,    total-energy
         1, 8.379924893E-01, 1.679611206E-01, 7.688920317E+04, 9.020889217E-01, 7.839340106E+01, 1.657854734E+00, 2.166943820E+05
         2, 8.339772224E-01, 1.678813249E-01, 7.689615407E+04, 9.021073469E-01, 7.812379559E+01, 1.766823703E+00, 2.166884177E+05
         3, 8.299618363E-01, 1.677954644E-01, 7.690892946E+04, 9.022173702E-01, 7.795040519E+01, 1.944408394E+00, 2.166846527E+05
         4, 8.259466887E-01, 1.676994562E-01, 7.691993376E+04, 9.023114303E-01, 7.779468044E+01, 2.196857491E+00, 2.166813432E+05
         5, 8.219318986E-01, 1.675892770E-01, 7.692852054E+04, 9.023841280E-01, 7.766528784E+01, 2.524424765E+00, 2.166786953E+05
         6, 8.179177046E-01, 1.674608588E-01, 7.693398473E+04, 9.024294402E-01, 7.757099123E+01, 2.927069498E+00, 2.166769209E+05
         7, 8.139042258E-01, 1.673101485E-01, 7.693546552E+04, 9.024398329E-01, 7.752171703E+01, 3.404109857E+00, 2.166762618E+05
         8, 8.098918796E-01, 1.671330780E-01, 7.693178380E+04, 9.024047425E-01, 7.753027254E+01, 3.952819962E+00, 2.166770267E+05
         9, 8.058809638E-01, 1.669256389E-01, 7.692116844E+04, 9.023079938E-01, 7.761532044E+01, 4.563825407E+00, 2.166796504E+05
        10, 8.018719554E-01, 1.666846871E-01, 7.690290727E+04, 9.021446256E-01, 7.779171180E+01, 5.206350768E+00, 2.166844547E+05
        11, 7.978650928E-01, 1.664096862E-01, 7.687860216E+04, 9.019318473E-01, 7.805422019E+01, 5.843213891E+00, 2.166912922E+05
        12, 7.938606739E-01, 1.661018580E-01, 7.684903124E+04, 9.016759914E-01, 7.839082399E+01, 6.469364518E+00, 2.166999010E+05
        13, 7.898587584E-01, 1.657626033E-01, 7.681466784E+04, 9.013805772E-01, 7.879246978E+01, 7.083913992E+00, 2.167100916E+05
        14, 7.858595252E-01, 1.653933227E-01, 7.677584750E+04, 9.010481357E-01, 7.925272650E+01, 7.686388766E+00, 2.167217336E+05
        15, 7.818629742E-01, 1.649954021E-01, 7.673282382E+04, 9.006806273E-01, 7.976678323E+01, 8.276584139E+00, 2.167347342E+05
        16, 7.778692842E-01, 1.645702422E-01, 7.668580379E+04, 9.002797007E-01, 8.033078797E+01, 8.854523054E+00, 2.167490224E+05
        17, 7.738783956E-01, 1.641191989E-01, 7.663500068E+04, 8.998471654E-01, 8.094119586E+01, 9.420705285E+00, 2.167645360E+05
        18, 7.698903680E-01, 1.636436582E-01, 7.658067012E+04, 8.993852894E-01, 8.159414488E+01, 9.976960901E+00, 2.167812086E+05
        19, 7.659052014E-01, 1.631447971E-01, 7.652275049E+04, 8.988931420E-01, 8.228742861E+01, 1.052882023E+01, 2.167990243E+05
        20, 7.619228959E-01, 1.626234353E-01, 7.646095233E+04, 8.983678242E-01, 8.302169336E+01, 1.108074050E+01, 2.168180343E+05
        21, 7.579435110E-01, 1.620802283E-01, 7.639508756E+04, 8.978077599E-01, 8.379845158E+01, 1.163343525E+01, 2.168383027E+05
        22, 7.539670467E-01, 1.615158468E-01, 7.632498369E+04, 8.972115169E-01, 8.461893932E+01, 1.218769563E+01, 2.168598909E+05
        23, 7.499936223E-01, 1.609309465E-01, 7.625046047E+04, 8.965776645E-01, 8.548469637E+01, 1.274395753E+01, 2.168828694E+05
        24, 7.460231185E-01, 1.603261679E-01, 7.617132270E+04, 8.959045448E-01, 8.639693862E+01, 1.330273325E+01, 2.169073046E+05
        25, 7.420555949E-01, 1.597021818E-01, 7.608736869E+04, 8.951904280E-01, 8.735680255E+01, 1.386447298E+01, 2.169332640E+05
        26, 7.380910516E-01, 1.590596139E-01, 7.599838722E+04, 8.944334915E-01, 8.836539994E+01, 1.442958243E+01, 2.169608179E+05
        27, 7.341294289E-01, 1.583991349E-01, 7.590415543E+04, 8.936318043E-01, 8.942385121E+01, 1.499843315E+01, 2.169900401E+05
        28, 7.301707864E-01, 1.577214003E-01, 7.580443730E+04, 8.927833152E-01, 9.053330615E+01, 1.557136845E+01, 2.170210089E+05
        29, 7.262149453E-01, 1.570270360E-01, 7.569898226E+04, 8.918858415E-01, 9.169495777E+01, 1.614870687E+01, 2.170538072E+05
        30, 7.222619653E-01, 1.563166976E-01, 7.558752395E+04, 8.909370579E-01, 9.291005233E+01, 1.673074380E+01, 2.170885236E+05
        31, 7.183117867E-01, 1.555910408E-01, 7.546977887E+04, 8.899344847E-01, 9.417989812E+01, 1.731775217E+01, 2.171252526E+05
        32, 7.143642902E-01, 1.548507065E-01, 7.534544483E+04, 8.888754728E-01, 9.550587488E+01, 1.790998189E+01, 2.171640948E+05
        33, 7.104194760E-01, 1.540963054E-01, 7.521419882E+04, 8.877571844E-01, 9.688944647E+01, 1.850765689E+01, 2.172051583E+05
        34, 7.064772844E-01, 1.533285081E-01, 7.507569398E+04, 8.865765631E-01, 9.833218150E+01, 1.911096451E+01, 2.172485590E+05
        35, 7.025375366E-01, 1.525479555E-01, 7.492955486E+04, 8.853302895E-01, 9.983578999E+01, 1.972001732E+01, 2.172944223E+05
        36, 6.986002922E-01, 1.517552584E-01, 7.477538187E+04, 8.840148292E-01, 1.014021302E+02, 2.033471441E+01, 2.173428826E+05
        37, 6.946653128E-01, 1.509511024E-01, 7.461280077E+04, 8.826269282E-01, 1.030329502E+02, 2.095454591E+01, 2.173940752E+05
