cellnumber,    x-coordinate,    y-coordinate,        pressure,         density,  axial-velocity, radial-velocity,    total-energy
         1, 8.379924893E-01, 1.679611206E-01, 7.897746178E+04, 9.228729352E-01, 6.115416834E+01, 1.289922141E+00, 2.163511726E+05
         2, 8.339772224E-01, 1.678813249E-01, 7.898064049E+04, 9.228735684E-01, 6.095798315E+01, 1.370604201E+00, 2.163477869E+05
         3, 8.299618363E-01, 1.677954644E-01, 7.898687984E+04, 9.229263539E-01, 6.084737533E+01, 1.505953551E+00, 2.163459212E+05
         4, 8.259466887E-01, 1.676994562E-01, 7.899154238E+04, 9.229652241E-01, 6.075878625E+01, 1.700218692E+00, 2.163444737E+05
         5, 8.219318986E-01, 1.675892770E-01, 7.899423150E+04, 9.229868573E-01, 6.069876177E+01, 1.953695388E+00, 2.163435661E+05
         6, 8.179177046E-01, 1.674608588E-01, 7.899450150E+04, 9.229874375E-01, 6.067409233E+01, 2.266488884E+00, 2.163433274E+05
         7, 8.139042258E-01, 1.673101485E-01, 7.899179788E+04, 9.229621099E-01, 6.069262058E+01, 2.638219153E+00, 2.163439080E+05
         8, 8.098918796E-01, 1.671330780E-01, 7.898534777E+04, 9.229039567E-01, 6.076463836E+01, 3.066905815E+00, 2.163455041E+05
         9, 8.058809638E-01, 1.669256389E-01, 7.897394947E+04, 9.228020038E-01, 6.090557497E+01, 3.545300112E+00, 2.163484005E+05
        10, 8.018719554E-01, 1.666846871E-01, 7.895707346E+04, 9.226524381E-01, 6.112803370E+01, 4.049880020E+00, 2.163528183E+05
        11, 7.978650928E-01, 1.664096862E-01, 7.893567036E+04, 9.224655930E-01, 6.142857518E+01, 4.552148115E+00, 2.163586869E+05
        12, 7.938606739E-01, 1.661018580E-01, 7.891017843E+04, 9.222450123E-01, 6.179821140E+01, 5.048291379E+00, 2.163658615E+05
        13, 7.898587584E-01, 1.657626033E-01, 7.888086538E+04, 9.219926889E-01, 6.223007796E+01, 5.537585537E+00, 2.163742384E+05
        14, 7.858595252E-01, 1.653933227E-01, 7.884790683E+04, 9.217101070E-01, 6.272020591E+01, 6.020017119E+00, 2.163837666E+05
        15, 7.818629742E-01, 1.649954021E-01, 7.881140345E+04, 9.213981301E-01, 6.326587406E+01, 6.495780376E+00, 2.163944191E+05
        16, 7.778692842E-01, 1.645702422E-01, 7.877142930E+04, 9.210573381E-01, 6.386443076E+01, 6.965236555E+00, 2.164061715E+05
