cellnumber,    x-coordinate,    y-coordinate,        pressure,         density,  axial-velocity, radial-velocity,    total-energy
         1, 8.379999995E-01, 0.000000000E+00, 6.483904827E+04, 7.769194971E-01, 1.364427057E+02, 3.936163749E-01, 2.184724175E+05
         2, 8.339999914E-01, 0.000000000E+00, 6.480249846E+04, 7.769003467E-01, 1.375940344E+02, 3.622028606E-01, 2.185174059E+05
         3, 8.299999833E-01, 0.000000000E+00, 6.472627726E+04, 7.762659758E-01, 1.383571162E+02, 3.286763190E-01, 2.185474307E+05
         4, 8.259999752E-01, 0.000000000E+00, 6.465181277E+04, 7.756352870E-01, 1.390700846E+02, 3.132142580E-01, 2.185756354E+05
         5, 8.220000267E-01, 0.000000000E+00, 6.457751386E+04, 7.749997604E-01, 1.397621381E+02, 3.072773709E-01, 2.186031523E+05
         6, 8.180000186E-01, 0.000000000E+00, 6.450244546E+04, 7.743540291E-01, 1.404493004E+02, 3.066445012E-01, 2.186306103E+05
         7, 8.140000105E-01, 0.000000000E+00, 6.442599118E+04, 7.736941390E-01, 1.411408911E+02, 3.091764711E-01, 2.186583815E+05
         8, 8.100000024E-01, 0.000000000E+00, 6.434770403E+04, 7.730169365E-01, 1.418428043E+02, 3.137558131E-01, 2.186867069E+05
         9, 8.059999943E-01, 0.000000000E+00, 6.426723063E+04, 7.723197437E-01, 1.425591293E+02, 3.197765349E-01, 2.187157588E+05
        10, 8.019999862E-01, 0.000000000E+00, 6.418425963E+04, 7.716000557E-01, 1.432930193E+02, 3.269144869E-01, 2.187456751E+05
        11, 7.979999781E-01, 0.000000000E+00, 6.409850223E+04, 7.708554663E-01, 1.440471304E+02, 3.349776559E-01, 2.187765757E+05
        12, 7.940000296E-01, 0.000000000E+00, 6.400969900E+04, 7.700837974E-01, 1.448237528E+02, 3.438204686E-01, 2.188085683E+05
        13, 7.900000215E-01, 0.000000000E+00, 6.391757550E+04, 7.692826548E-01, 1.456250505E+02, 3.534061485E-01, 2.188417578E+05
        14, 7.860000134E-01, 0.000000000E+00, 6.382184946E+04, 7.684495598E-01, 1.464531796E+02, 3.637022240E-01, 2.188762512E+05
        15, 7.820000052E-01, 0.000000000E+00, 6.372226079E+04, 7.675822667E-01, 1.473101757E+02, 3.746121954E-01, 2.189121529E+05
        16, 7.779999971E-01, 0.000000000E+00, 6.361857795E+04, 7.666787963E-01, 1.481978417E+02, 3.860216982E-01, 2.189495604E+05
        17, 7.739999890E-01, 0.000000000E+00, 6.351054906E+04, 7.657369133E-01, 1.491179219E+02, 3.978998204E-01, 2.189885710E+05
        18, 7.699999809E-01, 0.000000000E+00, 6.339795313E+04, 7.647547076E-01, 1.500720089E+02, 4.101357240E-01, 2.190292786E+05
        19, 7.660000324E-01, 0.000000000E+00, 6.328059035E+04, 7.637304479E-01, 1.510614737E+02, 4.226244403E-01, 2.190717698E+05
        20, 7.620000243E-01, 0.000000000E+00, 6.315826809E+04, 7.626624364E-01, 1.520875264E+02, 4.353021408E-01, 2.191161272E+05
        21, 7.580000162E-01, 0.000000000E+00, 6.303076998E+04, 7.615487043E-01, 1.531513920E+02, 4.481777703E-01, 2.191624364E+05
        22, 7.540000081E-01, 0.000000000E+00, 6.289785664E+04, 7.603870587E-01, 1.542544066E+02, 4.612714390E-01, 2.192107906E+05
        23, 7.500000000E-01, 0.000000000E+00, 6.275927788E+04, 7.591752204E-01, 1.553979904E+02, 4.745672936E-01, 2.192612896E+05
