cellnumber,    x-coordinate,    y-coordinate,        pressure,         density,  axial-velocity, radial-velocity,    total-energy
         1, 8.379999995E-01, 0.000000000E+00, 7.394903241E+04, 8.863656786E-01, 1.371375816E+02, 2.839538271E-01, 2.184995130E+05
         2, 8.339999914E-01, 0.000000000E+00, 7.391915189E+04, 8.863529803E-01, 1.379664883E+02, 2.605770171E-01, 2.185320296E+05
         3, 8.299999833E-01, 0.000000000E+00, 7.385668991E+04, 8.858339643E-01, 1.385156297E+02, 2.363055167E-01, 2.185536788E+05
         4, 8.259999752E-01, 0.000000000E+00, 7.379575631E+04, 8.853185066E-01, 1.390281330E+02, 2.251770280E-01, 2.185739621E+05
         5, 8.220000267E-01, 0.000000000E+00, 7.373502173E+04, 8.847995491E-01, 1.395254006E+02, 2.210199449E-01, 2.185937145E+05
         6, 8.180000186E-01, 0.000000000E+00, 7.367369887E+04, 8.842725673E-01, 1.400192034E+02, 2.207662245E-01, 2.186133993E+05
         7, 8.140000105E-01, 0.000000000E+00, 7.361127276E+04, 8.837342757E-01, 1.405164046E+02, 2.228456553E-01, 2.186332899E+05
         8, 8.100000024E-01, 0.000000000E+00, 7.354738127E+04, 8.831821662E-01, 1.410213119E+02, 2.264175170E-01, 2.186535611E+05
         9, 8.059999943E-01, 0.000000000E+00, 7.348175530E+04, 8.826142650E-01, 1.415368263E+02, 2.310144361E-01, 2.186743333E+05
        10, 8.019999862E-01, 0.000000000E+00, 7.341414347E+04, 8.820285423E-01, 1.420651902E+02, 2.364402327E-01, 2.186957019E+05
        11, 7.979999781E-01, 0.000000000E+00, 7.334428641E+04, 8.814227893E-01, 1.426084302E+02, 2.426216837E-01, 2.187177551E+05
        12, 7.940000296E-01, 0.000000000E+00, 7.327195251E+04, 8.807950586E-01, 1.431683837E+02, 2.494635464E-01, 2.187405751E+05
        13, 7.900000215E-01, 0.000000000E+00, 7.319691313E+04, 8.801433913E-01, 1.437467588E+02, 2.569145051E-01, 2.187642397E+05
        14, 7.860000134E-01, 0.000000000E+00, 7.311894676E+04, 8.794658836E-01, 1.443451727E+02, 2.649378412E-01, 2.187888246E+05
        15, 7.820000052E-01, 0.000000000E+00, 7.303784423E+04, 8.787606791E-01, 1.449649923E+02, 2.732774896E-01, 2.188143967E+05
        16, 7.779999971E-01, 0.000000000E+00, 7.295339299E+04, 8.780258340E-01, 1.456074594E+02, 2.820535212E-01, 2.188410188E+05
        17, 7.739999890E-01, 0.000000000E+00, 7.286538560E+04, 8.772595335E-01, 1.462739525E+02, 2.912730370E-01, 2.188687610E+05
        18, 7.699999809E-01, 0.000000000E+00, 7.277361005E+04, 8.764599297E-01, 1.469658809E+02, 3.009278969E-01, 2.188976959E+05
