cellnumber,    x-coordinate,    y-coordinate,        pressure,         density,  axial-velocity, radial-velocity,    total-energy
         1, 8.379999995E-01, 0.000000000E+00, 6.834190870E+04, 8.187917082E-01, 1.361805418E+02, 3.519386555E-01, 2.184622206E+05
         2, 8.339999914E-01, 0.000000000E+00, 6.830854478E+04, 8.187846395E-01, 1.372073390E+02, 3.219813559E-01, 2.185022481E+05
         3, 8.299999833E-01, 0.000000000E+00, 6.823789396E+04, 8.181980312E-01, 1.378838613E+02, 2.915964839E-01, 2.185287844E+05
         4, 8.259999752E-01, 0.000000000E+00, 6.816894889E+04, 8.176151479E-01, 1.385148176E+02, 2.776762736E-01, 2.185536524E+05
         5, 8.220000267E-01, 0.000000000E+00, 6.810019344E+04, 8.170279479E-01, 1.391268421E+02, 2.724133235E-01, 2.185778833E+05
         6, 8.180000186E-01, 0.000000000E+00, 6.803074529E+04, 8.164314234E-01, 1.397344614E+02, 2.719423736E-01, 2.186020460E+05
         7, 8.140000105E-01, 0.000000000E+00, 6.796003117E+04, 8.158219464E-01, 1.403460531E+02, 2.743080622E-01, 2.186264731E+05
         8, 8.100000024E-01, 0.000000000E+00, 6.788763941E+04, 8.151966419E-01, 1.409668674E+02, 2.784985631E-01, 2.186513778E+05
         9, 8.059999943E-01, 0.000000000E+00, 6.781324331E+04, 8.145530430E-01, 1.416005350E+02, 2.839783851E-01, 2.186769117E+05
        10, 8.019999862E-01, 0.000000000E+00, 6.773655532E+04, 8.138888430E-01, 1.422498584E+02, 2.904657447E-01, 2.187031952E+05
        11, 7.979999781E-01, 0.000000000E+00, 6.765730323E+04, 8.132017692E-01, 1.429172264E+02, 2.978101265E-01, 2.187303346E+05
        12, 7.940000296E-01, 0.000000000E+00, 6.757522402E+04, 8.124895815E-01, 1.436048011E+02, 3.059175696E-01, 2.187584286E+05
        13, 7.900000215E-01, 0.000000000E+00, 6.749006543E+04, 8.117501176E-01, 1.443145879E+02, 3.147077316E-01, 2.187875717E+05
        14, 7.860000134E-01, 0.000000000E+00, 6.740159304E+04, 8.109813739E-01, 1.450484253E+02, 3.240963792E-01, 2.188178534E+05
        15, 7.820000052E-01, 0.000000000E+00, 6.730956922E+04, 8.101812824E-01, 1.458080602E+02, 3.340390074E-01, 2.188493614E+05
        16, 7.779999971E-01, 0.000000000E+00, 6.721376375E+04, 8.093478422E-01, 1.465951597E+02, 3.444826197E-01, 2.188821823E+05
        17, 7.739999890E-01, 0.000000000E+00, 6.711394731E+04, 8.084790473E-01, 1.474113242E+02, 3.553851206E-01, 2.189164018E+05
        18, 7.699999809E-01, 0.000000000E+00, 6.700989059E+04, 8.075728824E-01, 1.482581047E+02, 3.667098746E-01, 2.189521058E+05
        19, 7.660000324E-01, 0.000000000E+00, 6.690136423E+04, 8.066273248E-01, 1.491370096E+02, 3.784250887E-01, 2.189893806E+05
        20, 7.620000243E-01, 0.000000000E+00, 6.678813697E+04, 8.056403268E-01, 1.500495149E+02, 3.905161190E-01, 2.190283135E+05
        21, 7.580000162E-01, 0.000000000E+00, 6.666996941E+04, 8.046097528E-01, 1.509970953E+02, 4.030354140E-01, 2.190689944E+05
        22, 7.540000081E-01, 0.000000000E+00, 6.654664393E+04, 8.035336697E-01, 1.519810549E+02, 4.156405194E-01, 2.191115081E+05
        23, 7.500000000E-01, 0.000000000E+00, 6.641792517E+04, 8.024099430E-01, 1.530027014E+02, 4.284739093E-01, 2.191559423E+05
        24, 7.459999919E-01, 0.000000000E+00, 6.628358771E+04, 8.012365607E-01, 1.540633256E+02, 4.414870196E-01, 2.192023867E+05
        25, 7.419999838E-01, 0.000000000E+00, 6.614341091E+04, 8.000115493E-01, 1.551641461E+02, 4.546252929E-01, 2.192509307E+05
        26, 7.379999757E-01, 0.000000000E+00, 6.599717826E+04, 7.987329613E-01, 1.563063034E+02, 4.678352746E-01, 2.193016628E+05
        27, 7.340000272E-01, 0.000000000E+00, 6.584467321E+04, 7.973988319E-01, 1.574908765E+02, 4.810721445E-01, 2.193546719E+05
        28, 7.300000191E-01, 0.000000000E+00, 6.568567626E+04, 7.960071527E-01, 1.587189060E+02, 4.942974870E-01, 2.194100482E+05
        29, 7.260000110E-01, 0.000000000E+00, 6.551996966E+04, 7.945559246E-01, 1.599913870E+02, 5.074636522E-01, 2.194678827E+05
